Title,DOI,Abstract
A review of carbon dots in synthesis strategy,http://dx.doi.org/10.1016/j.ccr.2023.215468,"Among the carbon nanomaterials family, the fluorescent carbon dot has emerged as a significant member among the novel types of nanomaterials, and many researchers have introduced studies on its properties and potential applications. Carbon dots (CDs) have numerous outstanding characteristics, such as remarkable photostability, negligible cytotoxicity, exceptional biocompatibility, effortless surface modification, and remarkable chemical inertness. As a result, they have found extensive applications in various domains, including but not limited to cell imaging, in vivo imaging, drug delivery, fluorescence sensing, photocatalysis, production of polychromatic light emitting diodes (LEDs), energy conversion and storage, etc. Recently, many synthesis strategies of carbon dots have been developed, but how to synthesize in a controlled way is still challenging. The focus of this article is to provide an overview of the advancements made in the production of carbon dots, with particular attention given to their synthesis techniques along with some discussion and provide a reference for the controllable synthesis and method selection of carbon dots."
Race to carbon neutrality in South Africa: What role does environmental technological innovation play?,http://dx.doi.org/10.1016/j.apenergy.2023.122212,"Governments worldwide have prioritized carbon reduction and neutrality to address the escalating threat of climate change. These goals are in line with the United Nations Sustainable Development Goals (UNSDG-13). These goals stress taking action on climate change to lessen the bad effects of human activities and using fossil fuels for energy. To this end, the present study investigates the connection between conventional energy usage, agricultural practices, economic growth, and their impact on environmental sustainability in South Africa. Additionally, it explores the role of renewable energy consumption and environmental technological innovation in mitigating these effects. To achieve the study objectives, a carbon-income function is fitted with an annual frequency data from 1975 to 2020. The present study leverages on Pesaran's Autoregressive distributed lag (ARDL) method and for robustness analysis the dynamic ARDL simulations method to simultaneously explore the short and long-run coefficients of the study's outlined variables. Empirical analysis, confirmed by bounds testing for cointegration, reveals a long-term equilibrium relationship among the variables considered. Notably, economic growth, fossil fuel energy consumption, and agricultural activities have adverse effects on environmental sustainability in South Africa, indicating a trade-off between economic growth and environmental quality. Dynamic ARDL simulations provide further evidence of an Environmental Kuznets Curve (EKC) phenomenon. However, renewable energy consumption and environmental technological innovation positively influence environmental quality. These findings highlight the imperative for South Africa and its stakeholders to adopt green growth policies and transition to cleaner energy alternatives."
"Toward fostering environmental innovation in OECD countries: Do fiscal decentralization, carbon pricing, and renewable energy investments matter?",http://dx.doi.org/10.1016/j.gr.2023.03.002,"Environmental innovation is an integral part of sustainable development goal (SDG) 9. It also provides the foundation for green energy production, and thus, indirectly supports the accomplishment of SDG 7. Notably, the energy transition from fossil fuel to renewables is critical for achieving sustainable development and a cleaner environment. Therefore, this study explores the major driving forces of environmental innovation in 29 OECD countries from 1993 to 2019 by incorporating environmental taxation, carbon pricing policy, budget for renewable energy development and demonstration, regional authority, financial development, and globalization. The recently proposed Quantile via Movements methodology is employed to address the spiral dependence of explanatory variables and obtain results at different quantiles. The findings of Quantile via movements reveal that enhancing environmental taxation and strengthening carbon pricing policies encourage environmental innovation. Moreover, these countries should decentralize policymaking and delegate authority to regions. Alongside this, policymaking for encouraging the private sector budgets for renewable energy development and demonstration is necessary. The stringent policy regulations at the regional level can enhance the innovation of domestic industries concerning the development, adoption, and commercial competitiveness of environment-friendly technologies. Furthermore, the financial sector’s development enhances environmental innovation, while globalization needs to be properly regulated."
Enhancing resource efficiency through the utilization of the green bond market: An empirical analysis of Asian economies,http://dx.doi.org/10.1016/j.resourpol.2023.104623,"This research explores the effects of the green bonds market on resource efficiency across 12 actively involved Asian economies from 2015 to 2022. The empirical results indicate a positive connection between green bond issuance and resource efficiency, suggesting that a 1% increase in green bonds corresponds to significant short-term (0.33%) and long-term (0.43%) improvements. Surprisingly, a negative relationship is observed between GDP growth and resource efficiency, implying that economic expansion may contribute to heightened resource consumption. The study highlights the favorable impact of renewable power generation on resource efficiency, driven by the sustainability of renewable energy sources. Nevertheless, challenges arise from poverty ratios and consumer price indices, impeding the adoption of resource-efficient technology. Furthermore, while cell phone penetration initially benefits resource efficiency, a negative correlation emerges in the long term due to increased non-renewable energy consumption. In light of these findings, the study recommends practical policies for sustainable development, including actively promoting the green bonds market, targeted investments in renewable energy, and initiatives to address economic disparities while encouraging resource-efficient practices."
Recent advancement and assessment of green hydrogen production technologies,http://dx.doi.org/10.1016/j.rser.2023.113941,"Hydrogen energy has garnered substantial support from industry, government, and the public, positioning it as a pivotal future fuel source. However, its commercial realisation faces significant hurdles, including slow infrastructure growth and the high cost of producing clean hydrogen. This review uniquely emphasises the different colour codes of hydrogen, which have been rarely discussed in the literature to date. Hydrogen production methods are classified by colour codes, with green hydrogen, produced from renewable sources such as wind and solar, being the most desirable option. The demand for green hydrogen across various sectors is expected to surge. This review comprehensively evaluates the major hydrogen production methods based on cost, environmental impact, and technological maturity. Recent data confirm the increased efficiency, cost-competitiveness, and scalability of green hydrogen production technologies. The cost of green hydrogen has declined significantly, making it competitive with blue hydrogen (produced from fossil fuels with carbon capture). The review also scrutinises several recent hydrogen production technologies, highlighting their advantages, disadvantages, and technological readiness. Among these, the solid oxide electrolysis cell (SOEC) currently outperforms others, with anion exchange membrane (AEM) and electrified steam methane reforming (ESMR) also showing promise. This review also succinctly summarises global progress in hydrogen infrastructure and policies. By spotlighting the diverse colour codes of hydrogen and discussing the crucial takeaways and implications for the future, this review offers a comprehensive overview of the hydrogen energy landscape. This unique focus enriches the literature and enhances our understanding of hydrogen as a promising energy source."
"Modeling the linkage between climate-tech, energy transition, and CO2 emissions: Do environmental regulations matter?",http://dx.doi.org/10.1016/j.gr.2023.04.003,"The transition from conventional energy to clean energy is the ultimate strategy to reduce global CO2 emissions. In this regard, climate technologies (climate-tech) can pave the way toward achieving the capabilities required to promote alternative energy and energy saving. In addition, environmental regulations can support technological upgrading, energy transition, and emissions reduction to promote sustainable development. With this in view, this study investigates the impact of climate technologies (climate-tech) and energy transitions on CO2 emissions in the European Union (EU) member countries. Further, we examine the role of environmental regulation in the relationship between climate-tech, energy transition, and CO2 emissions. The empirical analysis is conducted based on international panel data for 26 EU countries ranging from 1994 to 2019, and the Common Correlated Effects Mean Group (CCE-MG) method is employed to estimate the coefficients of the variables. The outcomes of the analysis indicate that both climate-tech and energy transitions mitigate environmental degradation by reducing carbon emissions. Additionally, environmental regulations are found to be an effective monitoring and controlling tool that can significantly reduce CO2 emissions. Moreover, economic growth and urbanization as control variables contribute to increasing CO2 emissions, thus negatively affecting environmental sustainability. The causal analysis demonstrates that decision-making trends related to climate-tech, energy transition, and environmental regulations influence CO2 emissions. Conversely, strategies for coping with CO2 emissions and climate change will affect energy transitions and environmental regulations. In light of these analytical findings, this paper proposes that EU countries should vigorously develop climate-related green technologies and actively promote the energy transition process along with the implementation of environmental regulations for sustainable development."
"Green innovation, foreign investment and carbon emissions: a roadmap to sustainable development via green energy and energy efficiency for BRICS economies",http://dx.doi.org/10.1080/13504509.2023.2268569,"In contemporary times, emerging economies are intended to achieve higher economic growth via foreign direct investment and technological innovation. However, due to increased environmental challenges, these economies are adopting green energy as the key source of environmental recovery and net zero emissions. The present study investigates the influence of FDI, technological innovation, green energy, and trade on carbon emissions in BRICS economies during 1990–2022. This study also considers the role of economic expansion in identifying the environmental Kuznets curve (EKC). Using several panel diagnostic and cointegration tests, this study validates the slope heterogeneity and the existence of the cointegration between variables. Due to the non-normal data dispersion, this study uses novel moments quantile regression, while bootstrap quantile regression is used for the robustness. The results examined asserted the presence of the EKC hypothesis in the region, where the initial growth enhances emissions while after reaching at a threshold level, the emission level tends to reduce and environmental quality improves. Besides, this study observed that foreign trade and technological innovation are the key drivers of environmental degradation as these indicators significantly enhances pollution emissions. In contrast, foreign investment, energy efficiency, renewable electricity output, and renewable’s consumption significantly improve environmental quality by declining carbon emissions. Following the empirical results, the policy recommendations asserted enhanced investment in renewable and energy efficiency sectors while attracting more foreign investment for sustainable development."
A short review on generation of green fuel hydrogen through water splitting,http://dx.doi.org/10.1016/j.ijhydene.2022.09.264,"Hydrogen is considered as a promising clean and renewable energy carrier and an attractive alternative to fossil fuels. A potential and cheapest way to produce hydrogen is involving water splitting either by light or electricity. The vital step involved in water splitting is the hydrogen evolution reaction (HER) which requires the use of an efficient catalyst to lower its large overpotential value. Therefore, the development of earth-abundant photocatalysts and electrocatalysts with high activity and long-term stability for hydrogen generation gains major attention. The present review summarizes the mechanism of hydrogen production via water splitting utilizing different metal-based and metal-free photocatalysts and electrocatalysts. Different strategies adopted to improve the catalytic activity of electrocatalysts and photocatalysts for water splitting are discussed. Finally, the challenges and future scope of hydrogen evolution reaction are briefly summarized."
Novel Pt-carbon core-shell decorated hierarchical CoMo2S4 as efficient electrocatalysts for alkaline/seawater hydrogen evolution reaction,http://dx.doi.org/10.1016/j.cej.2023.145348,"Electrochemical water electrolysis is a prominent method of green-hydrogen fuel production. Tailored nanostructures of Pt-based electrocatalysts have high priority in hydrogen production. Herein, we fabricated carbon-encapsulated Pt core–shell supported CoMo2S4-NGNF as an efficient electrocatalyst for the hydrogen evolution reaction (HER). The novel carbon-encapsulated Pt core shells improved the long-term durability. The Pt@CoMo2S4-NGNF hybrids displayed overpotentials of 27 mV to achieve a current density of 10 mA cm−2 in 1.0 M KOH and outstanding durability of 100 h. When Pt@CoMo2S4-NGNF∥IrO2 was employed in overall seawater electrolysis applications, it required 1.54 V to achieve a 10 mA cm−2 current density. Additionally, we evaluated the electronic structure and HER mechanism of Pt@CoMo2S4 & CoMo2S4 using density functional theory (DFT) calculations. This work illustrates the possibility of designing an effective, long-lasting, and scalable electrocatalyst for the electrolysis of alkaline and seawater to produce pure hydrogen."
Tuning Mass Transport in Electrocatalysis Down to Sub-5 nm through Nanoscale Grade Separation,http://dx.doi.org/10.1002/anie.202212653,"Nano and single-atom catalysis open new possibilities of producing green hydrogen (H2) by water electrolysis. However, for the hydrogen evolution reaction (HER) which occurs at a characteristic reaction rate proportional to the potential, the fast generation of H2 nanobubbles at atomic-scale interfaces often leads to the blockage of active sites. Herein, a nanoscale grade-separation strategy is proposed to tackle mass-transport problem by utilizing ordered three-dimensional (3d) interconnected sub-5 nm pores. The results reveal that 3d criss-crossing mesopores with grade separation allow efficient diffusion of H2 bubbles along the interconnected channels. After the support of ultrafine ruthenium (Ru), the 3d mesopores are on a superior level to two-dimensional system at maximizing the catalyst performance and the obtained Ru catalyst outperforms most of the other HER catalysts. This work provides a potential route to fine-tuning few-nanometer mass transport during water electrolysis."
Photocatalytic H2O2 production Systems: Design strategies and environmental applications,http://dx.doi.org/10.1016/j.cej.2022.138489,"Hydrogen peroxide (H2O2) is an environmentally friendly versatile oxidant, which has been used in chemical industry, medical, energy, and environmental fields. Photocatalytic H2O2 production is a sustainable, safe, and green process; however, the high recombination of electron-hole pairs, low visible light utilization, and poor product selectivity still limit the practical applications of photocatalytic H2O2 production. Previous reviews on photocatalytic H2O2 generation focus more on the photocatalysts but less on the design strategy of the photocatalytic systems, which stems from the critical steps involving the photocatalytic process, i.e., light absorption, charge separation, and surface redox reaction. From this point of review, this review article introduces the strategies for improving the H2O2 production efficiency based on the above three critical processes. Moreover, the environmental applications of photocatalytic H2O2 generation including disinfection and pollutant degradation are discussed. The challenges and prospects in photocatalytic H2O2 production and its future environmental applications are also envisioned."
La- and Mn-doped cobalt spinel oxygen evolution catalyst for proton exchange membrane electrolysis,http://dx.doi.org/10.1126/science.ade1499,Discovery of earth-abundant electrocatalysts to replace iridium for the oxygen evolution reaction (OER) in a proton exchange membrane water electrolyzer (PEMWE) represents a critical step in reducing the cost for green hydrogen production. We report a nanofibrous cobalt spinel catalyst codoped with lanthanum (La) and manganese (Mn) prepared from a zeolitic imidazolate framework embedded in electrospun polymer fiber. The catalyst demonstrated a low overpotential of 353 millivolts at 10 milliamperes per square centimeter and a low degradation for OER over 360 hours in acidic electrolyte. A PEMWE containing this catalyst at the anode demonstrated a current density of 2000 milliamperes per square centimeter at 2.47 volts (Nafion 115 membrane) or 4000 milliamperes per square centimeter at 3.00 volts (Nafion 212 membrane) and low degradation in an accelerated stress test.
Arming Ru with Oxygen-Vacancy-Enriched RuO2 Sub-Nanometer Skin Activates Superior Bifunctionality for pH-Universal Overall Water Splitting,http://dx.doi.org/10.1002/adma.202206351,"Water electrolysis has been expected to assimilate the renewable yet intermediate energy-derived electricity for green H2 production. However, current benchmark anodic catalysts of Ir/Ru-based compounds suffer severely from poor dissolution resistance. Herein, an effective modification strategy is proposed by arming a sub-nanometer RuO2 skin with abundant oxygen vacancies to the interconnected Ru clusters/carbon hybrid microsheet (denoted as Ru@V-RuO2/C HMS), which can not only inherit the high hydrogen evolution reaction (HER) activity of the Ru, but more importantly, activate the superior activity toward the oxygen evolution reaction (OER) in both acid and alkaline conditions. Outstandingly, it can achieve an ultralow overpotential of 176/201 mV for OER and 46/6 mV for the HER to reach 10 mA cm−2 in acidic and alkaline solution, respectively. Inspiringly, the overall water splitting can be driven with an ultrasmall cell voltage of 1.467/1.437 V for 10 mA cm−2 in 0.5 m H2SO4/1.0 m KOH, respectively. Density functional theory calculations reveal that armoring the oxygen-vacancy-enriched RuO2 exoskeleton can cooperatively alter the interfacial electronic structure and make the adsorption behavior of hydrogen and oxygen intermediates much close to the ideal level, thus simultaneously speeding up the hydrogen evolution kinetics and decreasing the energy barrier of oxygen release."
Electrochemical C-N coupling of CO2 and nitrogenous small molecules for the electrosynthesis of organonitrogen compounds,http://dx.doi.org/10.1039/d2cs00381c,"Electrochemical C–N coupling reactions based on abundant small molecules (such as CO2 and N2) have attracted increasing attention as a new “green synthetic strategy” for the synthesis of organonitrogen compounds, which have been widely used in organic synthesis, materials chemistry, and biochemistry. The traditional technology employed for the synthesis of organonitrogen compounds containing C–N bonds often requires the addition of metal reagents or oxidants under harsh conditions with high energy consumption and environmental concerns. By contrast, electrosynthesis avoids the use of other reducing agents or oxidants by utilizing “electrons”, which are the cleanest “reagent” and can reduce the generation of by-products, consistent with the atomic economy and green chemistry. In this study, we present a comprehensive review on the electrosynthesis of high value-added organonitrogens from the abundant CO2 and nitrogenous small molecules (N2, NO, NO2−, NO3−, NH3, etc.) via the C–N coupling reaction. The associated fundamental concepts, theoretical models, emerging electrocatalysts, and value-added target products, together with the current challenges and future opportunities are discussed. This critical review will greatly increase the understanding of electrochemical C–N coupling reactions, and thus attract research interest in the fixation of carbon and nitrogen."
"Electrocatalytic seawater splitting: Nice designs, advanced strategies, challenges and perspectives",http://dx.doi.org/10.1016/j.mattod.2023.08.024,"H2 has a sufficiently high energy density and a combustion process that emits no carbon, therefore being an appealing storable alternative to fossil fuels. With evident advantages of seawater resources available worldwide, electrochemically making H2 from seawater holds a great development prospect towards the global deployment of H2-based energy plants. However, with current water splitting technologies, this is not an easy task, and the primary obstacle is impurities in natural seawater including halide salts, magnesium salts, organic matter, etc., which readily cause the electrocatalysis systems to shut down. We herein present a timely review of seawater electrolysis systems at both lab-scale fundamental research and pilot-scale reactor level on the basis of most representative studies. We analyze some of the crucial experimental details that are frequently ignored, such as seawater treatments, product detection, electrode assembly, reactors, electrolyte feeding modes, etc. We then systematically emphasize the latest and representative strategies and catalytic materials designs as well as whether corresponding electrodes are genuinely stable as two key quests to find out truly reliable and exploitable electrode engineering. Gas release behaviors/kinetics at high reaction rates are highlighted as well. In addition, we introduce valuable contents like how to learn from ocean life for electrocatalytic system design. We conclude by taking a look at the future research directions and opportunities for encouraging more practical applications of seawater electrolysis systems/technologies."
Strategies to save energy in the context of the energy crisis: a review,http://dx.doi.org/10.1007/s10311-023-01591-5,"New technologies, systems, societal organization and policies for energy saving are urgently needed in the context of accelerated climate change, the Ukraine conflict and the past coronavirus disease 2019 pandemic. For instance, concerns about market and policy responses that could lead to new lock-ins, such as investing in liquefied natural gas infrastructure and using all available fossil fuels to compensate for Russian gas supply cuts, may hinder decarbonization efforts. Here we review energy-saving solutions with a focus on the actual energy crisis, green alternatives to fossil fuel heating, energy saving in buildings and transportation, artificial intelligence for sustainable energy, and implications for the environment and society. Green alternatives include biomass boilers and stoves, hybrid heat pumps, geothermal heating, solar thermal systems, solar photovoltaics systems into electric boilers, compressed natural gas and hydrogen. We also detail case studies in Germany which is planning a 100% renewable energy switch by 2050 and developing the storage of compressed air in China, with emphasis on technical and economic aspects. The global energy consumption in 2020 was 30.01% for the industry, 26.18% for transport, and 22.08% for residential sectors. 10–40% of energy consumption can be reduced using renewable energy sources, passive design strategies, smart grid analytics, energy-efficient building systems, and intelligent energy monitoring. Electric vehicles offer the highest cost-per-kilometer reduction of 75% and the lowest energy loss of 33%, yet battery-related issues, cost, and weight are challenging. 5–30% of energy can be saved using automated and networked vehicles. Artificial intelligence shows a huge potential in energy saving by improving weather forecasting and machine maintenance and enabling connectivity across homes, workplaces, and transportation. For instance, 18.97–42.60% of energy consumption can be reduced in buildings through deep neural networking. In the electricity sector, artificial intelligence can automate power generation, distribution, and transmission operations, balance the grid without human intervention, enable lightning-speed trading and arbitrage decisions at scale, and eliminate the need for manual adjustments by end-users."
Highly efficient adsorption and removal bio-staining dye from industrial wastewater onto mesoporous Ag-MOFs,http://dx.doi.org/10.1016/j.psep.2023.02.036,"Adsorption is an effective and promising approach for removing pollutants from wastewater. Too many hazardous colors were unintentionally released into the water, which had a negative impact on the environment. A popular textile dye is malachite green (MG). Thus, in this work, an environmentally acceptable inorganic-organic Ag metal-organic framework-based technique to remove colors from industrial water was developed (Ag-MOF). The sorbent was analyzed in the first section of the work using SEM, XPS, XRD, FT-IR, pHpzc, and BET, which confirmed that the Ag-MOF had the BET surface area, is 676 m2/g, which is a significant surface area. In a later stage, the sorption properties of the dye were examined along with the effects of pH, sorbent dosage, temperature, and ionic strength; the sorption isotherms and uptake kinetics were examined: As opposed to the kinetic profile, Isotherm profiles are well-fit by the Langmuir equation and can be modeled by the pseudo-second order rate equation. The outcomes further demonstrated that MG was mostly adsorbed onto Ag-MOF adsorbent by electrostatic attraction forces, hydrogen bonding, ion exchange, and pore filling. 2.25 mmol/g was found to be the greatest adsorption effectiveness of MG onto Ag-MOF adsorbent. (i.e. 809.71 mg/g). Adsorbent dosage, solution pH, temperature, and time were the four adsorption process parameters that were tuned using Box-Behnken design (BBD) in response surface methodology (RSM). The (ΔH°), (ΔS°), and (ΔG°) MG dye was endothermically and spontaneously extracted using Ag-MOF as an adsorbent, according to the specifications. Up to five cycles of adsorption-desorption, the synthesised Ag-MOF adsorbent demonstrates exceptional render ability and cyclability. The produced adsorbent's efficacy for purifying wastewater samples at a laboratory scale was assessed as a proof of concept. Study the mechanism of interaction between the Ag-MOF and MG as it could be take place through π-π interaction, pore filling, H-Bonding or electrostatic interaction. The mesoporous Ag-MOF adsorbent offered a simple and effective way to handle water filtering and industrial wastewater management. According to our research, this work is the first to explain how to remove MG dye from wastewater samples using Ag-MOF adsorbents."
"Environmental impact of renewable energy source based electrical power plants: Solar, wind, hydroelectric, biomass, geothermal, tidal, ocean, and osmotic",http://dx.doi.org/10.1016/j.rser.2022.112279,"Renewable energy source (RES) based electrical power plants are widely considered green and clean due to their contribution to decarbonizing the energy sectors. It is apparent that RESs do not produce carbon dioxide, however their significant negative impacts on the environment are still found and cannot be ignored. In this paper, the environmental impacts of RES based power plants are analyzed through a comprehensive review considering solar thermal, solar photovoltaic, wind, biomass, geothermal, hydroelectric, tidal, ocean current, oceanic wave, ocean thermal, and osmotic effects. Solar thermal power is well known as concentrated solar power. A strength, weakness, opportunity, and threat (SWOT) analysis is carried out and discussed for all RES based power plants. Comparative SWOT analyses for solar photovoltaic and concentrated solar power plants are presented. The comparative environmental impact analyses for all existing RES based power plants are tabulated for various attributes. These attributes include but are not limited to human health, noise, pollution, greenhouse gas emission, ozone layer depletion, toxification, flooding, impact on inhabitants, eutrophication, dried up rivers, and deforestation. Based on the analysis, it is found that careful selection of RES for electrical power plants is necessary because improper utilization of RES could be very harmful for the environment."
Bacterial Growth-Induced Tobramycin Smart Release Self-Healing Hydrogel for Pseudomonas aeruginosa-Infected Burn Wound Healing,http://dx.doi.org/10.1021/acsnano.2c05557,"Burns are a common health problem worldwide and are highly susceptible to bacterial infections that are difficult to handle with ordinary wound dressings. Therefore, burn wound repair is extremely challenging in clinical practice. Herein, a series of self-healing hydrogels (QCS/OD/TOB/PPY@PDA) with good electrical conductivity and antioxidant activity were prepared on the basis of quaternized chitosan (QCS), oxidized dextran (OD), tobramycin (TOB), and polydopamine-coated polypyrrole nanowires (PPY@PDA NWs). These Schiff base cross-links between the aminoglycoside antibiotic TOB and OD enable TOB to be slowly released and responsive to pH. Interestingly, the acidic substances during the bacteria growth process can induce the on-demand release of TOB, avoiding the abuse of antibiotics. The antibacterial results showed that the QCS/OD/TOB/PPY@PDA9 hydrogel could kill high concentrations of Pseudomonas aeruginosa (PA), Staphylococcus aureus, and Escherichia coli in a short time and showed a bactericidal effect for up to 11 days in an agar plate diffusion experiment, while showing good in vivo antibacterial activity. Excellent and long-lasting antibacterial properties make it suitable for severely infected wounds. Furthermore, the incorporation of PPY@PDA endowed the hydrogel with near-infrared (NIR) irradiation assisted bactericidal activity of drug-resistant bacteria, conductivity, and antioxidant activity. Most importantly, in the PA-infected burn wound model, the QCS/OD/TOB/PPY@PDA9 hydrogel more effectively controlled wound inflammation levels and promoted collagen deposition, vascular generation, and earlier wound closure compared to Tegaderm dressings. Therefore, the TOB smart release hydrogels with on-demand delivery are extremely advantageous for bacterial-infected burn wound healing."
The economics and the environmental benignity of different colors of hydrogen,http://dx.doi.org/10.1016/j.ijhydene.2022.02.094,"Due to the increasing greenhouse gas emissions, as well as due to the rapidly increasing use of renewable energy sources in the electricity generation over the last years, interest in hydrogen is rising again. Hydrogen can be used as a storage for renewable energy balancing the whole energy systems, and contributing to the decarbonization of the energy system, especially of the industry and the transport sector."
Optimal economic scheduling of microgrids considering renewable energy sources based on energy hub model using demand response and improved water wave optimization algorithm,http://dx.doi.org/10.1016/j.est.2022.105311,"Unpredictable nature of renewable energy sources puts power system operators in different conditions in terms of maintaining the system reliability. Microgrids (MGs) can provide an effective solution for the problems of grid-connected renewable energy sources due to their tuning capability and flexibility. In this study, a stochastic optimization strategy was proposed for participating in energy market operations considering demand response (DR). The results indicated the operating cost decreased when the MG implemented DR programs. Also, DR program could shift energy consumption from on- to off-peak hours and flatten the load curve. Therefore, a scheduling model was presented for the operation of energy carriers and reserves considering security constraints of power and natural gas grids in interconnected hubs as well as responsive load participation using the developed water wave optimization (WWO) algorithm. The objective function of this model aimed to minimize the operating cost of sources to supply electrical and thermal loads applied to the proposed MG. WWO is a meta-heuristic algorithm inspired by the behavior of water waves. The waves formed on the sea surface have complex, but interesting, relationships that can be used to solve optimization problems. In this algorithm, each problem solution is encoded as a water wave and undergoes changes in the problem search space based on three behaviors of propagation, refraction, and decay of water waves or problem solutions. The simplicity of the structure of this method, elitism and the ability to escape from local points due to the existence of different search operators and the mutation of generations have led to the use of this method. The results indicated a decline in operating costs through electrical and thermal responsive load participation and thermal energy storage system. Results of the proposed model revealed a correlation between the electricity price and natural gas consumption, indicating multi-carrier energy grids should be examined and optimized simultaneously."
"A comprehensive study of renewable energy sources: Classifications, challenges and suggestions",http://dx.doi.org/10.1016/j.esr.2022.100939,"Renewable energy (RE) is the key element of sustainable, environmentally friendly, and cost-effective electricity generation. An official report by International Energy Agency (IEA) states that the demand on fossil fuel usage to generate electricity has started to decrease since year 2019, along with the rise of RE usage to supply global energy demands. Researches on RE technologies are continuously growing in order to enhance the performance of RE generation, especially in term of energy conversion efficiency. The aim of this review paper is to understand and study further the current RE technologies such as solar energy, hydro energy, wind energy, bioenergy, geothermal energy, and hydrogen energy. Several hybrid RE technologies have been also studied and compared, to improve the overall performance of RE in generating electricity. Lastly, suggestions are provided for the purpose to solve and overcome the challenges and limitations of RE technologies in terms of economy, technical, and energy conversion efficiency."
"Data-driven probabilistic machine learning in sustainable smart energy/smart energy systems: Key developments, challenges, and future research opportunities in the context of smart grid paradigm",http://dx.doi.org/10.1016/j.rser.2022.112128,"The current trend indicates that energy demand and supply will eventually be controlled by autonomous software that optimizes decision-making and energy distribution operations. New state-of-the-art machine learning (ML) technologies are integral in optimizing decision-making in energy distribution networks and systems. This study was conducted on data-driven probabilistic ML techniques and their real-time applications to smart energy systems and networks to highlight the urgency of this area of research. This study focused on two key areas: i) the use of ML in core energy technologies and ii) the use cases of ML for energy distribution utilities. The core energy technologies include the use of ML in advanced energy materials, energy systems and storage devices, energy efficiency, smart energy material manufacturing in the smart grid paradigm, strategic energy planning, integration of renewable energy, and big data analytics in the smart grid environment. The investigated ML area in energy distribution systems includes energy consumption and price forecasting, the merit order of energy price forecasting, and the consumer lifetime value. Cybersecurity topics for power delivery and utilization, grid edge systems and distributed energy resources, power transmission, and distribution systems are also briefly studied. The primary goal of this work was to identify common issues useful in future studies on ML for smooth energy distribution operations. This study was concluded with many energy perspectives on significant opportunities and challenges. It is noted that if the smart ML automation is used in its targeting energy systems, the utility sector and energy industry could potentially save from $237 billion up to $813 billion."
Semi-supervised adversarial discriminative learning approach for intelligent fault diagnosis of wind turbine,http://dx.doi.org/10.1016/j.ins.2023.119496,"Wind turbines play a crucial role in renewable energy generation systems and are frequently exposed to challenging operational environments. Monitoring and diagnosing potential faults during their operation is essential for improving reliability and reducing maintenance costs. Supervised learning using data-driven techniques, particularly deep learning, offers a viable approach for developing fault diagnosis models. However, a significant challenge in practical wind power equipment lies in the scarcity of annotated samples required to train these models effectively. This paper proposes a semi-supervised fault diagnosis approach specifically designed for wind turbines, aiming to address this challenge. Initially, a semi-supervised deep neural network is constructed using adversarial learning, where a limited set of annotated samples is used in conjunction with a vast amount of unannotated samples. The health status features present in the unannotated samples are leveraged to capture a generalized representation of the underlying features. Subsequently, a metric learning-guided discriminative features enhancement technique is employed to improve the separability of different manifolds, thereby enhancing the performance of the semi-supervised training process. By employing this methodology, it becomes possible to develop a fault diagnosis model with superior accuracy using only a limited amount of annotated samples. Comprehensive fault diagnosis experiments were conducted on a wind turbine fault dataset, revealing the efficacy and superiority of the presented methodology."
Model Predictive Current Control of Nine-Phase Open-End Winding PMSMs With an Online Virtual Vector Synthesis Strategy,http://dx.doi.org/10.1109/TIE.2022.3174241,"The current error is hard to avoid for finite control set model predictive current control (FCS-MPCC) in nine-phase open-end winding permanent magnet synchronous motors. To overcome this problem, an online virtual voltage vector (V
3
) synthesis strategy is proposed in this article. First, a group of V
3
s without harmonic voltage components are designed as the basic vectors for online synthesis. Then, two adjacent basic V
3
s and a zero vector are used to synthesize a new V
3
, which can output arbitrary amplitude and phase angle in the fundamental space. The two basic V
3
s are directly selected from the located sector of the predicted reference voltage vector (RVV), and their duration ratio can be simply calculated according to the angle of the RVV in the sector. In this way, the zero error is realized between the new V
3
and RVV. Moreover, an online pulse generation algorithm corresponding to the new V
3
is proposed, which can calculate the symmetrical pulse sequences in real-time for the multiphase OW drive system without the space vector modulator. Finally, experimental results have verified the effectiveness and superiority of the proposed strategy, in comparison to existing FCS-MPCC in multiphase OW motor drive systems."
